squad,transfermarkt_id,transfermarkt_url
Grasshopper,504,https://www.transfermarkt.com/grasshopper-club-zurich/startseite/verein/504
Hellas Verona,276,https://www.transfermarkt.com/hellas-verona/startseite/verein/276
Spezia,Not found,Not found
Eibar,Not found,Not found
Levante,3368,https://www.transfermarkt.com/ud-levante/startseite/verein/3368
Girona,Not found,Not found
Cartagena,Not found,Not found
Volos NFC,60949,https://www.transfermarkt.com/volos-nps/startseite/verein/60949
Dinamo,Not found,Not found
Roda JC,192,https://www.transfermarkt.com/roda-jc-kerkrade/startseite/verein/192
PSV Eindhoven,383,https://www.transfermarkt.com/psv-eindhoven/startseite/verein/383
Hannover 96,42,https://www.transfermarkt.com/hannover-96/startseite/verein/42
Everton,Not found,Not found
Sivasspor,2381,https://www.transfermarkt.com/sivasspor/startseite/verein/2381
Rio Ave,2425,https://www.transfermarkt.com/rio-ave-fc/startseite/verein/2425
PaÃ§os de Ferreira,Not found,Not found
CÃ³rdoba,Not found,Not found
Racing Ferrol,1176,https://www.transfermarkt.com/racing-ferrol/startseite/verein/1176
Ibiza,13241,https://www.transfermarkt.com/ud-ibiza/startseite/verein/13241
Roma,Not found,Not found
Milan,Not found,Not found
Ajax,610,https://www.transfermarkt.com/ajax-amsterdam/startseite/verein/610
Stoke City,512,https://www.transfermarkt.com/stoke-city/startseite/verein/512
Mainz 05,39,https://www.transfermarkt.com/1-fsv-mainz-05/startseite/verein/39
Montreal Impact,Not found,Not found
Vissel Kobe,3958,https://www.transfermarkt.com/vissel-kobe/startseite/verein/3958
Sevilla B,8519,https://www.transfermarkt.com/fc-sevilla-b-atletico-/startseite/verein/8519
AEK Athens,2441,https://www.transfermarkt.com/aek-athen/startseite/verein/2441
Cardiff City,603,https://www.transfermarkt.com/cardiff-city/startseite/verein/603
Henan Jianye,9982,https://www.transfermarkt.com/henan-songshan-longmen/startseite/verein/9982
Las Palmas,472,https://www.transfermarkt.com/ud-las-palmas/startseite/verein/472
JÃ¶nkÃ¶ping,Not found,Not found
Antequera,Not found,Not found
Elche,Not found,Not found
NE Revolution,Not found,Not found
Valenciennes,1423,https://www.transfermarkt.com/fc-valenciennes/startseite/verein/1423
Fiorentina,430,https://www.transfermarkt.com/ac-florenz/startseite/verein/430
Santa Fe,7097,https://www.transfermarkt.com/club-atletico-union/startseite/verein/7097
San Lorenzo,1775,https://www.transfermarkt.com/club-atletico-san-lorenzo-de-almagro/startseite/verein/1775
Barracas Central,25184,https://www.transfermarkt.com/club-atletico-barracas-central/startseite/verein/25184
Salamanca,Not found,Not found
Real Sociedad,681,https://www.transfermarkt.com/real-sociedad-san-sebastian/startseite/verein/681
LAFC,Not found,Not found
Chelsea,Not found,Not found
Monaco,Not found,Not found
Genoa,252,https://www.transfermarkt.com/genua-cfc/startseite/verein/252
Fuenlabrada,16486,https://www.transfermarkt.com/fc-fuenlabrada/startseite/verein/16486
Atalanta,800,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800
Lecce,Not found,Not found
Bologna,Not found,Not found
Southampton,180,https://www.transfermarkt.com/fc-southampton/startseite/verein/180
Banfield,830,https://www.transfermarkt.com/club-atletico-banfield/startseite/verein/830
Reading,Not found,Not found
Wuhan Zall,6450,https://www.transfermarkt.com/wuhan-fc/startseite/verein/6450
Norwich City,1123,https://www.transfermarkt.com/norwich-city/startseite/verein/1123
Huesca,Not found,Not found
AlcorcÃ³n,Not found,Not found
UD LogroÃ±Ã©s,24420,https://www.transfermarkt.com/ud-logrones/startseite/verein/24420
GÃ³rnik Zabrze,10891,https://www.transfermarkt.com/gornik-zabrze-ii/startseite/verein/10891
WisÅ‚a PÅ‚ock,Not found,Not found
Kalamata,9,https://www.transfermarkt.com/ps-kalamata/startseite/verein/9
Panathinaikos,265,https://www.transfermarkt.com/panathinaikos-athen/startseite/verein/265
OFI Crete,653,https://www.transfermarkt.com/ofi-kreta/startseite/verein/653
AIK Stockholm,Not found,Not found
KÃ¶ln,Not found,Not found
Dnipro,40153,https://www.transfermarkt.com/tallinna-sk-dnipro/startseite/verein/40153
Rayo OKC,51786,https://www.transfermarkt.com/rayo-okc/startseite/verein/51786
Braga,Not found,Not found
Celta Vigo,940,https://www.transfermarkt.com/celta-vigo/startseite/verein/940
Albacete,Not found,Not found
AtlÃ©tico Mineiro,Not found,Not found
Botafogo (RJ),Not found,Not found
GrÃªmio,Not found,Not found
FenerbahÃ§e,36,https://www.transfermarkt.com/fenerbahce-istanbul/startseite/verein/36
HÃ¤cken,Not found,Not found
SÃ£o Paulo,Not found,Not found
Napoli,Not found,Not found
QPR,Not found,Not found
Hoffenheim,533,https://www.transfermarkt.com/tsg-1899-hoffenheim/startseite/verein/533
UANL,Not found,Not found
Audax Italiano,6363,https://www.transfermarkt.com/audax-italiano/startseite/verein/6363
Nacional,6600,https://www.transfermarkt.com/sc-internacional-porto-alegre/startseite/verein/6600
Crystal Palace,873,https://www.transfermarkt.com/crystal-palace/startseite/verein/873
BaÅŸakÅŸehir,Not found,Not found
Kayserispor,3205,https://www.transfermarkt.com/kayserispor/startseite/verein/3205
Olimpia,629,https://www.transfermarkt.com/olimpia-asuncion/startseite/verein/629
Marbella,12361,https://www.transfermarkt.com/marbella-fc/startseite/verein/12361
Salernitana,380,https://www.transfermarkt.com/us-salernitana-1919/startseite/verein/380
Newcastle Utd,Not found,Not found
Estudiantesâ€“LP,Not found,Not found
DiÃ³sgyÅ‘r,Not found,Not found
Independiente,1234,https://www.transfermarkt.com/club-atletico-independiente/startseite/verein/1234
Cerro PorteÃ±o,1214,https://www.transfermarkt.com/club-cerro-porteno/startseite/verein/1214
Sagan Tosu,22177,https://www.transfermarkt.com/sagan-tosu/startseite/verein/22177
Flamengo,614,https://www.transfermarkt.com/flamengo-rio-de-janeiro/startseite/verein/614
Dijon,Not found,Not found
Vitesse,499,https://www.transfermarkt.com/vitesse-arnheim/startseite/verein/499
Lazio,Not found,Not found
Hebei Fortune,Not found,Not found
Amiens,Not found,Not found
Lens,Not found,Not found
Esteghlal,1076,https://www.transfermarkt.com/esteghlal-fc/startseite/verein/1076
Vasco da Gama,978,https://www.transfermarkt.com/vasco-da-gama-rio-de-janeiro/startseite/verein/978
Univ CatÃ³lica,Not found,Not found
Feyenoord,234,https://www.transfermarkt.com/feyenoord-rotterdam/startseite/verein/234
RKC Waalwijk,235,https://www.transfermarkt.com/rkc-waalwijk/startseite/verein/235
Heerenveen,306,https://www.transfermarkt.com/sc-heerenveen/startseite/verein/306
Ipswich Town,677,https://www.transfermarkt.com/ipswich-town/startseite/verein/677
ADO Den Haag,1268,https://www.transfermarkt.com/ado-den-haag/startseite/verein/1268
Leonesa,4542,https://www.transfermarkt.com/cultural-leonesa/startseite/verein/4542
Delhi Dynamos,Not found,Not found
Galatasaray,141,https://www.transfermarkt.com/galatasaray-istanbul/startseite/verein/141
Racing Sant,630,https://www.transfermarkt.com/racing-santander/startseite/verein/630
LA Galaxy,1061,https://www.transfermarkt.com/los-angeles-galaxy/startseite/verein/1061
AmÃ©rica,Not found,Not found
Villarreal B,11972,https://www.transfermarkt.com/fc-villarreal-b/startseite/verein/11972
Torino,Not found,Not found
Benevento,4171,https://www.transfermarkt.com/benevento-calcio/startseite/verein/4171
CD AmÃ©rica,2352,https://www.transfermarkt.com/cd-america-de-cali/startseite/verein/2352
Schalke 04,33,https://www.transfermarkt.com/fc-schalke-04/startseite/verein/33
Belenenses,68608,https://www.transfermarkt.com/cf-os-belenenses/startseite/verein/68608
Fluminense,2462,https://www.transfermarkt.com/fluminense-rio-de-janeiro/startseite/verein/2462
CRB,Not found,Not found
Guadalajara,6711,https://www.transfermarkt.com/deportivo-guadalajara/startseite/verein/6711
Leverkusen,15,https://www.transfermarkt.com/bayer-04-leverkusen/startseite/verein/15
Morelia,5623,https://www.transfermarkt.com/club-atletico-morelia/startseite/verein/5623
CS Emelec,4561,https://www.transfermarkt.com/cs-emelec/startseite/verein/4561
Birmingham City,337,https://www.transfermarkt.com/birmingham-city/startseite/verein/337
QuerÃ©taro,Not found,Not found
Club 9 de Octubre,Not found,Not found
SD Aucas,6362,https://www.transfermarkt.com/sd-aucas/startseite/verein/6362
Lorient,1158,https://www.transfermarkt.com/fc-lorient/startseite/verein/1158
Frosinone,8970,https://www.transfermarkt.com/frosinone-calcio/startseite/verein/8970
LeÃ³n,Not found,Not found
Monterrey,Not found,Not found
Alajuelense,6478,https://www.transfermarkt.com/ld-alajuelense/startseite/verein/6478
Atl Goianiense,Not found,Not found
Leeds United,399,https://www.transfermarkt.com/leeds-united/startseite/verein/399
Estoril,1465,https://www.transfermarkt.com/gd-estoril-praia/startseite/verein/1465
Carpi,Not found,Not found
Chievo,862,https://www.transfermarkt.com/chievo-verona/startseite/verein/862
Eint Frankfurt,Not found,Not found
Sparta R'dam,Not found,Not found
Eupen,Not found,Not found
Padova,Not found,Not found
PAOK,1091,https://www.transfermarkt.com/paok-thessaloniki/startseite/verein/1091
Red Star,159,https://www.transfermarkt.com/roter-stern-belgrad/startseite/verein/159
Ionikos,553,https://www.transfermarkt.com/ionikos-nikeas/startseite/verein/553
NÃ¼rnberg,Not found,Not found
Sampdoria,1038,https://www.transfermarkt.com/sampdoria-genua/startseite/verein/1038
Spartak Moscow,232,https://www.transfermarkt.com/spartak-moskau/startseite/verein/232
Al-Ahli,3612,https://www.transfermarkt.com/al-ahli-sc/startseite/verein/3612
NY Red Bulls,Not found,Not found
AZ Alkmaar,1090,https://www.transfermarkt.com/az-alkmaar/startseite/verein/1090
Puebla,Not found,Not found
W Sydney,Not found,Not found
Melb Victory,Not found,Not found
Al-Riyadh SC,Not found,Not found
CastellÃ³n,Not found,Not found
Brighton,Not found,Not found
Leicester City,1003,https://www.transfermarkt.com/leicester-city/startseite/verein/1003
Pachuca,4035,https://www.transfermarkt.com/cf-pachuca/startseite/verein/4035
AVS Futebol,110302,https://www.transfermarkt.com/avs-futebol-sad/startseite/verein/110302
Groningen,202,https://www.transfermarkt.com/fc-groningen/startseite/verein/202
Dinamo Zagreb,419,https://www.transfermarkt.com/gnk-dinamo-zagreb/startseite/verein/419
Zalaegerszeg,1391,https://www.transfermarkt.com/zalaegerszegi-te-fc/startseite/verein/1391
Lyngby,369,https://www.transfermarkt.com/lyngby-bk/startseite/verein/369
Arg Juniors,Not found,Not found
Guizhou Heng,39978,https://www.transfermarkt.com/guizhou-hengfeng-reserves/startseite/verein/39978
Gladbach,18,https://www.transfermarkt.com/borussia-monchengladbach/startseite/verein/18
Werder Bremen,86,https://www.transfermarkt.com/sv-werder-bremen/startseite/verein/86
Anderlecht,58,https://www.transfermarkt.com/rsc-anderlecht/startseite/verein/58
Trabzonspor,449,https://www.transfermarkt.com/trabzonspor/startseite/verein/449
Al-Raed,Not found,Not found
FerencvÃ¡ros,Not found,Not found
MalmÃ¶,Not found,Not found
Halmstad,1011,https://www.transfermarkt.com/halmstads-bk/startseite/verein/1011
Bayern Munich,27,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27
CSKA Sofia,208,https://www.transfermarkt.com/zska-sofia/startseite/verein/208
Servette,61,https://www.transfermarkt.com/servette-fc/startseite/verein/61
Wolfsburg,82,https://www.transfermarkt.com/vfl-wolfsburg/startseite/verein/82
Oviedo,Not found,Not found
Pescara,2921,https://www.transfermarkt.com/delfino-pescara-1936/startseite/verein/2921
Cagliari,Not found,Not found
Ternana,1103,https://www.transfermarkt.com/ternana-calcio/startseite/verein/1103
Bari,Not found,Not found
Rennes,Not found,Not found
VVV-Venlo,1426,https://www.transfermarkt.com/vvv-venlo/startseite/verein/1426
Al-Nassr,18544,https://www.transfermarkt.com/al-nasr-riad/startseite/verein/18544
Wydad AC,6603,https://www.transfermarkt.com/wydad-casablanca/startseite/verein/6603
Dortmund,16,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16
Seattle Sounders,9636,https://www.transfermarkt.com/seattle-sounders-fc/startseite/verein/9636
Shanghai Shen,3183,https://www.transfermarkt.com/shanghai-shenhua/startseite/verein/3183
Lyn,Not found,Not found
Cesena,1429,https://www.transfermarkt.com/cesena-fc/startseite/verein/1429
Changchun Yatai,4768,https://www.transfermarkt.com/changchun-yatai/startseite/verein/4768
Al-Hilal,1114,https://www.transfermarkt.com/al-hilal-riad/startseite/verein/1114
Al-Wehda,64113,https://www.transfermarkt.com/al-wehda-ssc-sanaa/startseite/verein/64113
Stuttgart,79,https://www.transfermarkt.com/vfb-stuttgart/startseite/verein/79
UNAM,Not found,Not found
Cruz Azul,3711,https://www.transfermarkt.com/cd-cruz-azul/startseite/verein/3711
AtlÃ©tico,Not found,Not found
D.C. United,Not found,Not found
O'Higgins,Not found,Not found
FC Seoul,6500,https://www.transfermarkt.com/fc-seoul/startseite/verein/6500
Ulsan Hyundai,3535,https://www.transfermarkt.com/ulsan-hyundai/startseite/verein/3535
Ulsan HD,3535,https://www.transfermarkt.com/ulsan-hyundai/startseite/verein/3535
Cosenza,Not found,Not found
Toluca,1804,https://www.transfermarkt.com/deportivo-toluca/startseite/verein/1804
Libertad,9875,https://www.transfermarkt.com/club-libertad-asuncion/startseite/verein/9875
12 de Octubre,14662,https://www.transfermarkt.com/club-12-de-octubre-de-itaugua/startseite/verein/14662
Houston Dynamo,9168,https://www.transfermarkt.com/houston-dynamo-fc/startseite/verein/9168
Millonarios,2350,https://www.transfermarkt.com/millonarios-fc/startseite/verein/2350
Rapid BucureÈ™ti,Not found,Not found
Shakhtar,660,https://www.transfermarkt.com/shakhtar-donetsk/startseite/verein/660
Poli TimiÈ™oara,Not found,Not found
Le Mans,Not found,Not found
FC Dallas,8816,https://www.transfermarkt.com/fc-dallas/startseite/verein/8816
FC Cincinnati,51772,https://www.transfermarkt.com/fc-cincinnati/startseite/verein/51772
Memphis,Not found,Not found
Blackburn,Not found,Not found
HÃ©rcules,Not found,Not found
Alania,Not found,Not found
Kayseri Erciyes,6894,https://www.transfermarkt.com/kayseri-erciyesspor/startseite/verein/6894
Sheffield Weds,Not found,Not found
Zenit,Not found,Not found
Dalian Yifang,33304,https://www.transfermarkt.com/dalian-professional/startseite/verein/33304
CSKA Moscow,2410,https://www.transfermarkt.com/zska-moskau/startseite/verein/2410
Dalian Professional,33304,https://www.transfermarkt.com/dalian-professional/startseite/verein/33304
River Plate,209,https://www.transfermarkt.com/club-atletico-river-plate/startseite/verein/209
Recreativo,2867,https://www.transfermarkt.com/recreativo-huelva/startseite/verein/2867
Toulouse,415,https://www.transfermarkt.com/fc-toulouse/startseite/verein/415
Reims,Not found,Not found
OsmanlÄ±spor,Not found,Not found
AnkaragÃ¼cÃ¼,Not found,Not found
Shenzhen,51120,https://www.transfermarkt.com/sichuan-jiuniu/startseite/verein/51120
AO Kifisia,37778,https://www.transfermarkt.com/ao-kifisias/startseite/verein/37778
Esteghlal Khuz,40472,https://www.transfermarkt.com/esteghlal-khuzestan/startseite/verein/40472
Persepolis,6079,https://www.transfermarkt.com/persepolis-fc/startseite/verein/6079
Antwerp,Not found,Not found
Standard LiÃ¨ge,Not found,Not found
Vecindario,10496,https://www.transfermarkt.com/ud-vecindario-aufgel-/startseite/verein/10496
PeÃ±arol,Not found,Not found
Tenerife,648,https://www.transfermarkt.com/cd-teneriffa/startseite/verein/648
Xerez,44564,https://www.transfermarkt.com/xerez-deportivo-fc/startseite/verein/44564
Lugo,Not found,Not found
Numancia,2296,https://www.transfermarkt.com/cd-numancia/startseite/verein/2296
Newell's OB,Not found,Not found
Atlas,Not found,Not found
Lille,Not found,Not found
Extremadura,101648,https://www.transfermarkt.com/cd-extremadura-1924/startseite/verein/101648
MTK Budapest,634,https://www.transfermarkt.com/mtk-budapest/startseite/verein/634
Tom Tomsk,3691,https://www.transfermarkt.com/tom-tomsk/startseite/verein/3691
Levadiakos,2672,https://www.transfermarkt.com/apo-levadiakos/startseite/verein/2672
Greuther FÃ¼rth,65,https://www.transfermarkt.com/spvgg-greuther-furth/startseite/verein/65
Rijeka,144,https://www.transfermarkt.com/hnk-rijeka/startseite/verein/144
Brisbane,7831,https://www.transfermarkt.com/brisbane-roar/startseite/verein/7831
Real Murcia,171,https://www.transfermarkt.com/real-murcia/startseite/verein/171
Eldense,12567,https://www.transfermarkt.com/cd-eldense/startseite/verein/12567
Reus,Not found,Not found
Aris,Not found,Not found
Langreo,16646,https://www.transfermarkt.com/up-langreo/startseite/verein/16646
Levski Sofia,156,https://www.transfermarkt.com/levski-sofia/startseite/verein/156
Carolina,Not found,Not found
Arminia,10,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10
Alcoyano,11259,https://www.transfermarkt.com/cd-alcoyano/startseite/verein/11259
Chicago Fire,432,https://www.transfermarkt.com/chicago-fire-fc/startseite/verein/432
Al-Taawoun,28844,https://www.transfermarkt.com/al-taawoun-fc/startseite/verein/28844
Al-Ettifaq,Not found,Not found
Kuban,Not found,Not found
Krasnodar,16704,https://www.transfermarkt.com/fk-krasnodar/startseite/verein/16704
Iraklis,Not found,Not found
CF La NucÃ­a,14796,https://www.transfermarkt.com/cf-la-nucia/startseite/verein/14796
MirandÃ©s,Not found,Not found
Crotone,4083,https://www.transfermarkt.com/fc-crotone/startseite/verein/4083
Siena,Not found,Not found
Latina,Not found,Not found
Parma,Not found,Not found
Al-Fateh,Not found,Not found
Troyes,1095,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095
Brest,Not found,Not found
Akhisarspor,19771,https://www.transfermarkt.com/akhisarspor/startseite/verein/19771
AtlÃ©tico Ottawa,Not found,Not found
AcadÃ©mica,2999,https://www.transfermarkt.com/hamilton-academical-fc/startseite/verein/2999
1860 Munich,72,https://www.transfermarkt.com/tsv-1860-munchen/startseite/verein/72
Alanyaspor,11282,https://www.transfermarkt.com/alanyaspor/startseite/verein/11282
Moreirense,979,https://www.transfermarkt.com/moreirense-fc/startseite/verein/979
AD Cali,Not found,Not found
ADU Magdalena,Not found,Not found
MÃ¡laga B,Not found,Not found
Steaua,Not found,Not found
Lorca FC,34559,https://www.transfermarkt.com/lorca-fc/startseite/verein/34559
Terrassa,1881,https://www.transfermarkt.com/fc-terrassa/startseite/verein/1881
Ponferradina,4032,https://www.transfermarkt.com/sd-ponferradina/startseite/verein/4032
Lobos BUAP,13357,https://www.transfermarkt.com/lobos-buap/startseite/verein/13357
Veracruz,111341,https://www.transfermarkt.com/racing-fc-porto-palmeiras/startseite/verein/111341
Ebro,Not found,Not found
Boavista,12963,https://www.transfermarkt.com/boavista-fc-u19/startseite/verein/12963
CE L'Hospitalet,Not found,Not found
FÃ©nix,Not found,Not found
Saguntino,50257,https://www.transfermarkt.com/atletico-saguntino/startseite/verein/50257
Torrent CF,67509,https://www.transfermarkt.com/torrent-cf/startseite/verein/67509
FamalicÃ£o,Not found,Not found
Gil Vicente FC,2424,https://www.transfermarkt.com/gil-vicente-fc/startseite/verein/2424
Orlando City,45604,https://www.transfermarkt.com/orlando-city-sc/startseite/verein/45604
Apollon Limassol,429,https://www.transfermarkt.com/apollon-limassol/startseite/verein/429
Apollon,Not found,Not found
Perth Glory,970,https://www.transfermarkt.com/perth-glory/startseite/verein/970
Ath Paranaense,Not found,Not found
Bilbao B,Not found,Not found
Internacional,6600,https://www.transfermarkt.com/sc-internacional-porto-alegre/startseite/verein/6600
Pontevedra,5650,https://www.transfermarkt.com/pontevedra-cf/startseite/verein/5650
Omiya Ardija,7452,https://www.transfermarkt.com/omiya-ardija/startseite/verein/7452
Kawa Frontale,Not found,Not found
Derby County,22,https://www.transfermarkt.com/derby-county/startseite/verein/22
Blackpool,1181,https://www.transfermarkt.com/fc-blackpool/startseite/verein/1181
Triv. Valderas,Not found,Not found
Mumbai City,45274,https://www.transfermarkt.com/mumbai-city-fc/startseite/verein/45274
Bengaluru,41030,https://www.transfermarkt.com/bengaluru-fc/startseite/verein/41030
Majadahonda,13702,https://www.transfermarkt.com/cf-rayo-majadahonda/startseite/verein/13702
Llagostera,Not found,Not found
Panthrakikos,7185,https://www.transfermarkt.com/panthrakikos-komotini/startseite/verein/7185
FC JuÃ¡rez,49283,https://www.transfermarkt.com/fc-juarez/startseite/verein/49283
Coritiba,776,https://www.transfermarkt.com/coritiba-fc/startseite/verein/776
Cruzeiro,Not found,Not found
Chapecoense,17776,https://www.transfermarkt.com/chapecoense/startseite/verein/17776
AvaÃ­,Not found,Not found
Boston River,18074,https://www.transfermarkt.com/ca-boston-river/startseite/verein/18074
Rad,Not found,Not found
Dynamo Kyiv,338,https://www.transfermarkt.com/dynamo-kiew/startseite/verein/338
ZagÅ‚Ä™bie Lubin,Not found,Not found
East Bengal,14099,https://www.transfermarkt.com/sc-east-bengal/startseite/verein/14099
Brescia,Not found,Not found
Pisa,Not found,Not found
Ferrol,1176,https://www.transfermarkt.com/racing-ferrol/startseite/verein/1176
Ontinyent,85045,https://www.transfermarkt.com/ontinyent-1931-cf/startseite/verein/85045
CD L'Alcora,Not found,Not found
RE Mouscron,Not found,Not found
GazÃ©lec Ajaccio,Not found,Not found
Larissa,Not found,Not found
Auxerre,290,https://www.transfermarkt.com/aj-auxerre/startseite/verein/290
Caen,Not found,Not found
Venezia,Not found,Not found
Panionios,169,https://www.transfermarkt.com/panionios-athen/startseite/verein/169
Hearts,3601,https://www.transfermarkt.com/hearts-of-oak/startseite/verein/3601
Lokeren,7773,https://www.transfermarkt.com/ksc-lokeren-temse/startseite/verein/7773
Helsingborg,699,https://www.transfermarkt.com/helsingborgs-if/startseite/verein/699
Augsburg,167,https://www.transfermarkt.com/fc-augsburg/startseite/verein/167
Real Salt Lake,6643,https://www.transfermarkt.com/real-salt-lake-city/startseite/verein/6643
Brussels,54189,https://www.transfermarkt.com/rwd-molenbeek/startseite/verein/54189
Mechelen,354,https://www.transfermarkt.com/kv-mechelen/startseite/verein/354
Mons,Not found,Not found
Pars Jonoubi,44255,https://www.transfermarkt.com/pars-jonoubi-jam/startseite/verein/44255
Saipa,Not found,Not found
Bahia,Not found,Not found
Bethlehem,60445,https://www.transfermarkt.com/super-eagles-fc-bethlehem/startseite/verein/60445
Philadelphia Union,25467,https://www.transfermarkt.com/philadelphia-union/startseite/verein/25467
Chaves,Not found,Not found
CuiabÃ¡,Not found,Not found
Vila Nova,Not found,Not found
NYCFC,Not found,Not found
Olhanense,4750,https://www.transfermarkt.com/sc-olhanense/startseite/verein/4750
KasÄ±mpaÅŸa,Not found,Not found
GÃ¶ztepe,Not found,Not found
Rapid Wien,170,https://www.transfermarkt.com/sk-rapid-wien/startseite/verein/170
RB Salzburg,Not found,Not found
Viktoria PlzeÅˆ,941,https://www.transfermarkt.com/fc-viktoria-pilsen/startseite/verein/941
Sporting KC,Not found,Not found
Partizan,669,https://www.transfermarkt.com/fk-partizan-belgrad/startseite/verein/669
Beira-Mar,83696,https://www.transfermarkt.com/beira-mar-almada/startseite/verein/83696
Start,Not found,Not found
