player_name,player_url,season,injury_type,from_date,until_date,days,days_text,games_missed,games_missed_text,club_at_injury
Óliver Torres,https://www.transfermarkt.com/oliver-torres/profil/spieler/214775,23/24,Shoulder injury,26/04/2024,30/06/2024,66,66 days,6,6,N/A
Óliver Torres,https://www.transfermarkt.com/oliver-torres/profil/spieler/214775,21/22,Leg injury,24/07/2021,13/09/2021,52,52 days,3,3,N/A
Óliver Torres,https://www.transfermarkt.com/oliver-torres/profil/spieler/214775,19/20,Foot bruise,31/01/2020,21/02/2020,22,22 days,4,4,N/A
Óliver Torres,https://www.transfermarkt.com/oliver-torres/profil/spieler/214775,15/16,Adductor pain,17/04/2016,27/04/2016,11,11 days,2,2,N/A
Óliver Torres,https://www.transfermarkt.com/oliver-torres/profil/spieler/214775,15/16,Adductor pain,14/03/2016,15/04/2016,33,33 days,6,6,N/A
Óliver Torres,https://www.transfermarkt.com/oliver-torres/profil/spieler/214775,14/15,Shoulder injury,19/02/2015,09/03/2015,19,19 days,3,3,N/A
Óliver Torres,https://www.transfermarkt.com/oliver-torres/profil/spieler/214775,14/15,Acromioclavicular joint dislocation,01/09/2014,22/09/2014,22,22 days,5,5,N/A
Óliver Torres,https://www.transfermarkt.com/oliver-torres/profil/spieler/214775,13/14,Shoulder injury,30/01/2014,27/02/2014,29,29 days,4,4,N/A
Óscar,https://www.transfermarkt.com/oscar-gonzalez/profil/spieler/7818,13/14,Ankle sprain,25/01/2014,20/02/2014,27,27 days,3,3,N/A
Óscar,https://www.transfermarkt.com/oscar-gonzalez/profil/spieler/7818,11/12,muscular problems,16/02/2012,01/03/2012,15,15 days,2,2,N/A
Óscar Díaz,https://www.transfermarkt.com/oscar-diaz/profil/spieler/30802,13/14,Overstretching,13/05/2014,19/05/2014,7,7 days,0,-,N/A
Óscar de Marcos,https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,24/25,Inflammation of pubic bone,12/08/2024,23/08/2024,12,12 days,1,1,N/A
Óscar de Marcos,https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,23/24,Hamstring injury,18/01/2024,23/01/2024,6,6 days,1,1,N/A
Óscar de Marcos,https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,23/24,Ankle injury,15/12/2023,31/12/2023,17,17 days,2,2,N/A
Óscar de Marcos,https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,23/24,Ankle injury,20/08/2023,15/09/2023,27,27 days,2,2,N/A
Óscar de Marcos,https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,21/22,Foot injury,08/05/2022,13/05/2022,6,6 days,1,1,N/A
Óscar de Marcos,https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,21/22,Corona virus,09/02/2022,16/02/2022,8,8 days,2,2,N/A
Óscar de Marcos,https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,21/22,Adductor pain,22/01/2022,31/01/2022,10,10 days,1,1,N/A
Óscar de Marcos,https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,21/22,Ankle injury,20/11/2021,28/11/2021,9,9 days,1,1,N/A
Óscar de Marcos,https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,21/22,Adductor pain,27/08/2021,10/09/2021,15,15 days,1,1,N/A
Óscar de Marcos,https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,20/21,Corona virus,07/11/2020,22/11/2020,16,16 days,1,1,N/A
Óscar de Marcos,https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,19/20,muscular problems,21/11/2019,21/05/2020,183,183 days,21,21,N/A
Óscar de Marcos,https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,19/20,Ankle injury,26/08/2019,26/09/2019,32,32 days,4,4,N/A
Óscar de Marcos,https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,18/19,muscular problems,17/04/2019,24/04/2019,8,8 days,1,1,N/A
Óscar de Marcos,https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,17/18,Leg injury,08/01/2018,08/02/2018,32,32 days,4,4,N/A
Óscar de Marcos,https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,17/18,Toe injury,03/12/2017,09/12/2017,7,7 days,1,1,N/A
Óscar Serrano,https://www.transfermarkt.com/oscar-serrano/profil/spieler/26373,10/11,Cruciate ligament tear,09/11/2010,01/06/2011,205,205 days,25,25,N/A
Óscar Serrano,https://www.transfermarkt.com/oscar-serrano/profil/spieler/26373,09/10,Cruciate ligament tear,25/04/2010,01/11/2010,191,191 days,14,14,N/A
Óscar Trejo,https://www.transfermarkt.com/oscar-trejo/profil/spieler/30321,18/19,Muscle injury,10/12/2018,20/12/2018,11,11 days,1,1,N/A
Óscar Trejo,https://www.transfermarkt.com/oscar-trejo/profil/spieler/30321,17/18,Muscle injury,12/02/2018,22/02/2018,11,11 days,1,1,N/A
Óscar Trejo,https://www.transfermarkt.com/oscar-trejo/profil/spieler/30321,17/18,Hamstring injury,03/12/2017,16/12/2017,14,14 days,1,1,N/A
Óscar Trejo,https://www.transfermarkt.com/oscar-trejo/profil/spieler/30321,16/17,Appendectomy,21/11/2016,22/12/2016,32,32 days,7,7,N/A
Óscar Trejo,https://www.transfermarkt.com/oscar-trejo/profil/spieler/30321,16/17,Adductor injury,16/09/2016,22/09/2016,7,7 days,2,2,N/A
Óscar Ustari,https://www.transfermarkt.com/oscar-ustari/profil/spieler/3755,25/26,Muscle injury,18/07/2025,09/08/2025,23,23 days,5,5,N/A
Óscar Ustari,https://www.transfermarkt.com/oscar-ustari/profil/spieler/3755,17/18,Patellar tendon rupture,03/11/2017,01/05/2018,180,180 days,4,4,N/A
Óscar Ustari,https://www.transfermarkt.com/oscar-ustari/profil/spieler/3755,16/17,Broken arm,18/02/2017,06/08/2017,170,170 days,15,15,N/A
Óscar Ustari,https://www.transfermarkt.com/oscar-ustari/profil/spieler/3755,12/13,Torn muscle bundle,10/05/2013,29/05/2013,20,20 days,5,5,N/A
Óscar Ustari,https://www.transfermarkt.com/oscar-ustari/profil/spieler/3755,10/11,Cruciate ligament tear,31/05/2011,01/12/2011,185,185 days,28,28,N/A
Óscar Ustari,https://www.transfermarkt.com/oscar-ustari/profil/spieler/3755,10/11,Broken jaw,13/02/2011,25/03/2011,41,41 days,7,7,N/A
Óscar Ustari,https://www.transfermarkt.com/oscar-ustari/profil/spieler/3755,08/09,Cruciate ligament tear,17/08/2008,01/03/2009,197,197 days,33,33,N/A
Óscar Ustari,https://www.transfermarkt.com/oscar-ustari/profil/spieler/3755,06/07,Knee problems,15/04/2007,08/05/2007,24,24 days,3,3,N/A
Éric Abidal,https://www.transfermarkt.com/eric-abidal/profil/spieler/5283,14/15,Rest,29/11/2014,30/11/2014,2,2 days,0,-,N/A
Éric Abidal,https://www.transfermarkt.com/eric-abidal/profil/spieler/5283,13/14,flu,26/02/2014,03/03/2014,6,6 days,1,1,N/A
Éric Abidal,https://www.transfermarkt.com/eric-abidal/profil/spieler/5283,12/13,Calf injury,28/04/2013,29/05/2013,32,32 days,0,-,N/A
Éric Abidal,https://www.transfermarkt.com/eric-abidal/profil/spieler/5283,12/13,Fitness,05/02/2013,29/03/2013,53,53 days,3,3,N/A
Éric Abidal,https://www.transfermarkt.com/eric-abidal/profil/spieler/5283,11/12,Liver transplant,17/03/2012,04/02/2013,325,325 days,30,30,N/A
Éric Abidal,https://www.transfermarkt.com/eric-abidal/profil/spieler/5283,10/11,Liver tumor,15/03/2011,01/05/2011,48,48 days,12,12,N/A
Éric Abidal,https://www.transfermarkt.com/eric-abidal/profil/spieler/5283,09/10,Adductor injury,09/02/2010,10/03/2010,30,30 days,6,6,N/A
Éric Abidal,https://www.transfermarkt.com/eric-abidal/profil/spieler/5283,09/10,muscular problems,14/11/2009,20/11/2009,7,7 days,1,1,N/A
Éric Abidal,https://www.transfermarkt.com/eric-abidal/profil/spieler/5283,08/09,Muscle tear,22/02/2009,10/04/2009,48,48 days,11,11,N/A
Éric Abidal,https://www.transfermarkt.com/eric-abidal/profil/spieler/5283,08/09,Knee problems,31/10/2008,01/12/2008,32,32 days,9,9,N/A
Éver Banega,https://www.transfermarkt.com/ever-banega/profil/spieler/12249,24/25,Muscle injury,01/10/2024,29/10/2024,29,29 days,3,3,N/A
Éver Banega,https://www.transfermarkt.com/ever-banega/profil/spieler/12249,24/25,Muscle injury,11/08/2024,10/09/2024,31,31 days,4,4,N/A
Éver Banega,https://www.transfermarkt.com/ever-banega/profil/spieler/12249,24/25,strain,28/07/2024,06/08/2024,10,10 days,1,1,N/A
Éver Banega,https://www.transfermarkt.com/ever-banega/profil/spieler/12249,20/21,Muscle injury,07/11/2020,21/11/2020,15,15 days,0,-,N/A
Éver Banega,https://www.transfermarkt.com/ever-banega/profil/spieler/12249,15/16,Knee injury,21/09/2015,29/10/2015,39,39 days,6,6,N/A
Éver Banega,https://www.transfermarkt.com/ever-banega/profil/spieler/12249,11/12,Broken ankle,19/02/2012,01/07/2012,134,134 days,26,26,N/A
Éver Banega,https://www.transfermarkt.com/ever-banega/profil/spieler/12249,11/12,Outer ligament problems,01/11/2011,15/12/2011,45,45 days,8,8,N/A
Éver Banega,https://www.transfermarkt.com/ever-banega/profil/spieler/12249,10/11,Ankle injury,11/09/2010,11/10/2010,31,31 days,7,7,N/A
Éver Banega,https://www.transfermarkt.com/ever-banega/profil/spieler/12249,07/08,Ankle sprain,13/09/2007,28/09/2007,16,16 days,4,4,N/A
Ádám Pintér,https://www.transfermarkt.com/adam-pinter/profil/spieler/63209,17/18,muscular problems,01/03/2018,15/03/2018,15,15 days,2,2,N/A
Ádám Pintér,https://www.transfermarkt.com/adam-pinter/profil/spieler/63209,17/18,Ankle injury,07/01/2018,20/02/2018,45,45 days,5,5,N/A
Ádám Pintér,https://www.transfermarkt.com/adam-pinter/profil/spieler/63209,17/18,Ankle injury,28/11/2017,12/12/2017,15,15 days,2,2,N/A
Ádám Pintér,https://www.transfermarkt.com/adam-pinter/profil/spieler/63209,17/18,infection,18/09/2017,09/10/2017,22,22 days,4,4,N/A
Ádám Pintér,https://www.transfermarkt.com/adam-pinter/profil/spieler/63209,16/17,inflammation,16/05/2017,23/05/2017,8,8 days,1,1,N/A
Ádám Pintér,https://www.transfermarkt.com/adam-pinter/profil/spieler/63209,16/17,muscular problems,13/04/2017,18/04/2017,6,6 days,1,1,N/A
Ádám Pintér,https://www.transfermarkt.com/adam-pinter/profil/spieler/63209,12/13,Ankle injury,06/09/2012,06/10/2012,31,31 days,5,5,N/A
Ádám Pintér,https://www.transfermarkt.com/adam-pinter/profil/spieler/63209,11/12,Torn muscle fiber,25/09/2011,14/10/2011,20,20 days,3,3,N/A
Álex Bergantiños,https://www.transfermarkt.com/alex-bergantinos/profil/spieler/72189,17/18,Hamstring injury,04/12/2017,14/12/2017,11,11 days,1,1,N/A
Álex Bergantiños,https://www.transfermarkt.com/alex-bergantinos/profil/spieler/72189,13/14,Muscle injury,29/03/2014,14/04/2014,17,17 days,0,-,N/A
Álex Gálvez,https://www.transfermarkt.com/alejandro-galvez/profil/spieler/128488,18/19,Hamstring injury,05/05/2019,05/06/2019,32,32 days,2,2,N/A
Álex Gálvez,https://www.transfermarkt.com/alejandro-galvez/profil/spieler/128488,18/19,Hamstring injury,04/11/2018,22/11/2018,19,19 days,1,1,N/A
Álex Gálvez,https://www.transfermarkt.com/alejandro-galvez/profil/spieler/128488,17/18,muscular problems,28/09/2017,08/10/2017,11,11 days,1,1,N/A
Álex Gálvez,https://www.transfermarkt.com/alejandro-galvez/profil/spieler/128488,16/17,Knock,05/02/2017,27/02/2017,23,23 days,3,3,N/A
Álex Gálvez,https://www.transfermarkt.com/alejandro-galvez/profil/spieler/128488,16/17,Achilles tendon problems,28/09/2016,21/10/2016,24,24 days,2,2,N/A
Álex Gálvez,https://www.transfermarkt.com/alejandro-galvez/profil/spieler/128488,15/16,Fitness,01/02/2016,08/02/2016,8,8 days,1,1,N/A
Álex Gálvez,https://www.transfermarkt.com/alejandro-galvez/profil/spieler/128488,15/16,Torn ligaments in the tarsus,25/01/2016,01/02/2016,8,8 days,1,1,N/A
Álex Gálvez,https://www.transfermarkt.com/alejandro-galvez/profil/spieler/128488,15/16,Hamstring strain,03/08/2015,06/08/2015,4,4 days,0,-,N/A
Álex Gálvez,https://www.transfermarkt.com/alejandro-galvez/profil/spieler/128488,14/15,Knee problems,30/04/2015,28/05/2015,29,29 days,4,4,N/A
Álex Gálvez,https://www.transfermarkt.com/alejandro-galvez/profil/spieler/128488,14/15,Rest,02/04/2015,06/04/2015,5,5 days,1,1,N/A
Álex Gálvez,https://www.transfermarkt.com/alejandro-galvez/profil/spieler/128488,14/15,Fitness,23/03/2015,30/03/2015,8,8 days,0,-,N/A
Álex Gálvez,https://www.transfermarkt.com/alejandro-galvez/profil/spieler/128488,14/15,Syndesmosis ligament tear,09/02/2015,23/03/2015,43,43 days,7,7,N/A
Álex Gálvez,https://www.transfermarkt.com/alejandro-galvez/profil/spieler/128488,13/14,Hamstring strain,23/01/2014,20/02/2014,29,29 days,4,4,N/A
Álex López,https://www.transfermarkt.com/alex-lopez/profil/spieler/127457,17/18,Back injury,12/10/2017,26/04/2018,197,197 days,27,27,N/A
Álex Martínez,https://www.transfermarkt.com/alex-martinez/profil/spieler/186891,19/20,Achilles tendon rupture,13/02/2020,13/08/2020,183,183 days,16,16,N/A
Álex Martínez,https://www.transfermarkt.com/alex-martinez/profil/spieler/186891,19/20,Torn muscle fiber,13/08/2019,13/10/2019,62,62 days,8,8,N/A
Álex Martínez,https://www.transfermarkt.com/alex-martinez/profil/spieler/186891,16/17,Knock,15/05/2017,29/05/2017,15,15 days,1,1,N/A
Álex Martínez,https://www.transfermarkt.com/alex-martinez/profil/spieler/186891,16/17,Shoulder injury,13/08/2016,30/09/2016,49,49 days,6,6,N/A
Álex Martínez,https://www.transfermarkt.com/alex-martinez/profil/spieler/186891,14/15,Cruciate ligament tear,08/11/2014,01/06/2015,206,206 days,31,31,N/A
Álex Menéndez,https://www.transfermarkt.com/alex-menendez/profil/spieler/175921,17/18,Knee bruise,19/03/2018,13/04/2018,26,26 days,1,1,N/A
Álex Menéndez,https://www.transfermarkt.com/alex-menendez/profil/spieler/175921,16/17,Knee problems,01/08/2016,03/10/2016,64,64 days,0,-,N/A
Álex Menéndez,https://www.transfermarkt.com/alex-menendez/profil/spieler/175921,15/16,Knee problems,16/03/2016,23/04/2016,39,39 days,5,5,N/A
Álex Moreno,https://www.transfermarkt.com/alex-moreno/profil/spieler/193098,25/26,Muscle injury,10/02/2026,24/03/2026,43,43 days,0,-,N/A
Álex Moreno,https://www.transfermarkt.com/alex-moreno/profil/spieler/193098,24/25,unknown injury,30/04/2025,30/07/2025,92,92 days,5,5,N/A
Álex Moreno,https://www.transfermarkt.com/alex-moreno/profil/spieler/193098,23/24,minor knock,15/04/2024,31/05/2024,47,47 days,7,7,N/A
Álex Moreno,https://www.transfermarkt.com/alex-moreno/profil/spieler/193098,22/23,Hamstring injury,20/05/2023,15/09/2023,119,119 days,7,7,N/A
Álex Moreno,https://www.transfermarkt.com/alex-moreno/profil/spieler/193098,21/22,Muscle injury,17/01/2022,20/01/2022,4,4 days,1,1,N/A
Álex Moreno,https://www.transfermarkt.com/alex-moreno/profil/spieler/193098,21/22,Muscle injury,17/01/2022,19/01/2022,3,3 days,1,1,N/A
Álex Moreno,https://www.transfermarkt.com/alex-moreno/profil/spieler/193098,21/22,Muscle injury,22/08/2021,06/09/2021,16,16 days,1,1,N/A
Álex Moreno,https://www.transfermarkt.com/alex-moreno/profil/spieler/193098,20/21,Corona virus,28/12/2020,08/01/2021,12,12 days,3,3,N/A
Álex Moreno,https://www.transfermarkt.com/alex-moreno/profil/spieler/193098,19/20,muscular problems,27/11/2019,04/12/2019,8,8 days,1,1,N/A
Álex Moreno,https://www.transfermarkt.com/alex-moreno/profil/spieler/193098,18/19,Ill,17/10/2018,24/10/2018,8,8 days,1,1,N/A
Álex Moreno,https://www.transfermarkt.com/alex-moreno/profil/spieler/193098,16/17,Metacarpal fracture,08/01/2017,16/01/2017,9,9 days,1,1,N/A
Álex Moreno,https://www.transfermarkt.com/alex-moreno/profil/spieler/193098,15/16,Muscle injury,26/05/2016,09/06/2016,15,15 days,2,2,N/A
Álex Moreno,https://www.transfermarkt.com/alex-moreno/profil/spieler/193098,14/15,Ill,22/08/2014,01/09/2014,11,11 days,2,2,N/A
Álex Pérez,https://www.transfermarkt.com/alex-perez/profil/spieler/167830,21/22,Cruciate ligament tear,02/02/2022,02/12/2022,304,304 days,35,35,N/A
Álex Pérez,https://www.transfermarkt.com/alex-perez/profil/spieler/167830,21/22,Sore muscles,15/09/2021,01/01/2022,109,109 days,17,17,N/A
Álex Pérez,https://www.transfermarkt.com/alex-perez/profil/spieler/167830,19/20,Knee problems,11/01/2020,29/01/2020,19,19 days,1,1,N/A
Álex Pérez,https://www.transfermarkt.com/alex-perez/profil/spieler/167830,19/20,Adductor injury,24/09/2019,15/10/2019,22,22 days,2,2,N/A
Álex Pérez,https://www.transfermarkt.com/alex-perez/profil/spieler/167830,17/18,Muscle injury,06/03/2018,23/03/2018,18,18 days,2,2,N/A
Álvaro Arbeloa,https://www.transfermarkt.com/alvaro-arbeloa/profil/spieler/28260,16/17,Leg injury,03/12/2016,01/07/2017,211,211 days,25,25,N/A
Álvaro Arbeloa,https://www.transfermarkt.com/alvaro-arbeloa/profil/spieler/28260,15/16,Hamstring strain,22/02/2016,10/03/2016,18,18 days,4,4,N/A
Álvaro Arbeloa,https://www.transfermarkt.com/alvaro-arbeloa/profil/spieler/28260,14/15,Knee injury,15/01/2015,22/01/2015,8,8 days,2,2,N/A
Álvaro Arbeloa,https://www.transfermarkt.com/alvaro-arbeloa/profil/spieler/28260,13/14,Knee injury,03/03/2014,01/05/2014,60,60 days,14,14,N/A
Álvaro Arbeloa,https://www.transfermarkt.com/alvaro-arbeloa/profil/spieler/28260,12/13,Torn muscle fiber,18/10/2012,01/11/2012,15,15 days,4,4,N/A
Álvaro Arbeloa,https://www.transfermarkt.com/alvaro-arbeloa/profil/spieler/28260,08/09,Thigh problems,22/12/2008,19/01/2009,29,29 days,4,4,N/A
Álvaro Arbeloa,https://www.transfermarkt.com/alvaro-arbeloa/profil/spieler/28260,07/08,Groin problems,21/01/2008,21/02/2008,32,32 days,4,4,N/A
Álvaro Cejudo,https://www.transfermarkt.com/alvaro-cejudo/profil/spieler/72779,19/20,muscular problems,12/07/2020,21/07/2020,10,10 days,2,2,N/A
Álvaro Cejudo,https://www.transfermarkt.com/alvaro-cejudo/profil/spieler/72779,19/20,muscular problems,17/06/2020,06/07/2020,20,20 days,4,4,N/A
Álvaro Cejudo,https://www.transfermarkt.com/alvaro-cejudo/profil/spieler/72779,19/20,muscular problems,18/09/2019,30/09/2019,13,13 days,2,2,N/A
Álvaro Cejudo,https://www.transfermarkt.com/alvaro-cejudo/profil/spieler/72779,18/19,muscular problems,13/05/2019,22/05/2019,10,10 days,1,1,N/A
Álvaro Cejudo,https://www.transfermarkt.com/alvaro-cejudo/profil/spieler/72779,18/19,Muscle injury,23/12/2018,16/01/2019,25,25 days,2,2,N/A
Álvaro Cejudo,https://www.transfermarkt.com/alvaro-cejudo/profil/spieler/72779,18/19,Knee problems,31/08/2018,10/10/2018,41,41 days,8,8,N/A
Álvaro Cejudo,https://www.transfermarkt.com/alvaro-cejudo/profil/spieler/72779,16/17,Knock,26/01/2017,16/02/2017,22,22 days,2,2,N/A
Álvaro Cejudo,https://www.transfermarkt.com/alvaro-cejudo/profil/spieler/72779,13/14,Hamstring strain,06/05/2014,16/05/2014,11,11 days,1,1,N/A
Álvaro Cejudo,https://www.transfermarkt.com/alvaro-cejudo/profil/spieler/72779,10/11,Knee injury,28/12/2010,16/01/2011,20,20 days,3,3,N/A
Álvaro Domínguez,https://www.transfermarkt.com/alvaro-dominguez/profil/spieler/62915,16/17,Back problems,11/07/2016,05/12/2016,148,148 days,22,22,N/A
Álvaro Domínguez,https://www.transfermarkt.com/alvaro-dominguez/profil/spieler/62915,15/16,surgery,16/11/2015,30/06/2016,228,228 days,25,25,N/A
Álvaro Domínguez,https://www.transfermarkt.com/alvaro-dominguez/profil/spieler/62915,15/16,bruise,22/10/2015,26/10/2015,5,5 days,1,1,N/A
Álvaro Domínguez,https://www.transfermarkt.com/alvaro-dominguez/profil/spieler/62915,15/16,Back problems,20/07/2015,21/09/2015,64,64 days,7,7,N/A
Álvaro Domínguez,https://www.transfermarkt.com/alvaro-dominguez/profil/spieler/62915,14/15,Back problems,18/05/2015,01/06/2015,15,15 days,1,1,N/A
Álvaro Domínguez,https://www.transfermarkt.com/alvaro-dominguez/profil/spieler/62915,14/15,Back problems,27/04/2015,11/05/2015,15,15 days,2,2,N/A
Álvaro Domínguez,https://www.transfermarkt.com/alvaro-dominguez/profil/spieler/62915,14/15,Back problems,26/02/2015,12/03/2015,15,15 days,3,3,N/A
Álvaro Domínguez,https://www.transfermarkt.com/alvaro-dominguez/profil/spieler/62915,14/15,bruise,19/02/2015,23/02/2015,5,5 days,1,1,N/A
Álvaro Domínguez,https://www.transfermarkt.com/alvaro-dominguez/profil/spieler/62915,13/14,Broken shoulder,07/10/2013,09/12/2013,64,64 days,7,7,N/A
Álvaro Domínguez,https://www.transfermarkt.com/alvaro-dominguez/profil/spieler/62915,12/13,Hip problems,13/05/2013,20/05/2013,8,8 days,1,1,N/A
Álvaro Domínguez,https://www.transfermarkt.com/alvaro-dominguez/profil/spieler/62915,10/11,Outer ligament problems,11/10/2010,28/10/2010,18,18 days,4,4,N/A
Álvaro García,https://www.transfermarkt.com/alvaro-garcia/profil/spieler/257062,17/18,Muscle injury,09/09/2017,07/10/2017,29,29 days,4,4,N/A
Álvaro García,https://www.transfermarkt.com/alvaro-garcia/profil/spieler/257062,13/14,Back injury,19/11/2013,10/02/2014,84,84 days,0,-,N/A
Álvaro Giménez,https://www.transfermarkt.com/alvaro-gimenez/profil/spieler/57935,21/22,Broken finger,14/01/2022,28/01/2022,15,15 days,1,1,N/A
Álvaro Giménez,https://www.transfermarkt.com/alvaro-gimenez/profil/spieler/57935,13/14,Cruciate ligament tear,15/10/2013,15/04/2014,183,183 days,26,26,N/A
Álvaro Giménez,https://www.transfermarkt.com/alvaro-gimenez/profil/spieler/57935,11/12,Broken toe,19/04/2012,01/07/2012,74,74 days,4,4,N/A
Álvaro González,https://www.transfermarkt.com/alvaro-gonzalez/profil/spieler/183647,25/26,Inflammation of pubic bone,01/10/2025,31/12/2025,92,92 days,5,5,N/A
Álvaro González,https://www.transfermarkt.com/alvaro-gonzalez/profil/spieler/183647,21/22,Corona virus,06/01/2022,13/01/2022,8,8 days,1,1,N/A
Álvaro González,https://www.transfermarkt.com/alvaro-gonzalez/profil/spieler/183647,20/21,Inner ligament stretch of the knee,08/02/2021,16/02/2021,9,9 days,2,2,N/A
Álvaro González,https://www.transfermarkt.com/alvaro-gonzalez/profil/spieler/183647,20/21,Corona virus,29/08/2020,06/09/2020,9,9 days,1,1,N/A
Álvaro González,https://www.transfermarkt.com/alvaro-gonzalez/profil/spieler/183647,19/20,Fissure of the fibula,21/09/2019,26/10/2019,36,36 days,4,4,N/A
Álvaro González,https://www.transfermarkt.com/alvaro-gonzalez/profil/spieler/183647,17/18,minor knock,16/11/2017,20/11/2017,5,5 days,1,1,N/A
Álvaro González,https://www.transfermarkt.com/alvaro-gonzalez/profil/spieler/183647,17/18,Rest,23/10/2017,26/10/2017,4,4 days,1,1,N/A
Álvaro González,https://www.transfermarkt.com/alvaro-gonzalez/profil/spieler/183647,16/17,muscular problems,29/08/2016,12/09/2016,15,15 days,1,1,N/A
Álvaro Medrán,https://www.transfermarkt.com/alvaro-medran/profil/spieler/253839,24/25,muscular problems,06/01/2025,12/01/2025,7,7 days,1,1,N/A
Álvaro Medrán,https://www.transfermarkt.com/alvaro-medran/profil/spieler/253839,19/20,Back injury,13/08/2019,24/09/2019,43,43 days,3,3,N/A
Álvaro Medrán,https://www.transfermarkt.com/alvaro-medran/profil/spieler/253839,18/19,Achilles tendon irritation,12/10/2018,03/12/2018,53,53 days,8,8,N/A
Álvaro Medrán,https://www.transfermarkt.com/alvaro-medran/profil/spieler/253839,17/18,Knee injury,01/05/2018,01/07/2018,62,62 days,3,3,N/A
Álvaro Medrán,https://www.transfermarkt.com/alvaro-medran/profil/spieler/253839,16/17,Shoulder injury,28/01/2017,03/02/2017,7,7 days,1,1,N/A
Álvaro Medrán,https://www.transfermarkt.com/alvaro-medran/profil/spieler/253839,15/16,Broken leg,09/10/2015,08/02/2016,123,123 days,17,17,N/A
Álvaro Medrán,https://www.transfermarkt.com/alvaro-medran/profil/spieler/253839,14/15,Leg injury,06/04/2015,21/08/2015,138,138 days,6,6,N/A
Álvaro Morata,https://www.transfermarkt.com/alvaro-morata/profil/spieler/128223,25/26,Adductor injury,07/12/2025,26/01/2026,51,51 days,8,8,N/A
Álvaro Morata,https://www.transfermarkt.com/alvaro-morata/profil/spieler/128223,24/25,Rest,29/05/2025,31/05/2025,3,3 days,1,1,N/A
Álvaro Morata,https://www.transfermarkt.com/alvaro-morata/profil/spieler/128223,24/25,Groin injury,20/04/2025,24/04/2025,5,5 days,1,1,N/A
Álvaro Morata,https://www.transfermarkt.com/alvaro-morata/profil/spieler/128223,24/25,Hamstring strain,13/02/2025,03/03/2025,19,19 days,5,5,N/A
Álvaro Morata,https://www.transfermarkt.com/alvaro-morata/profil/spieler/128223,24/25,Muscle fatigue,15/01/2025,21/01/2025,7,7 days,1,1,N/A
Álvaro Morata,https://www.transfermarkt.com/alvaro-morata/profil/spieler/128223,24/25,Tonsillitis,19/12/2024,28/12/2024,10,10 days,1,1,N/A
Álvaro Morata,https://www.transfermarkt.com/alvaro-morata/profil/spieler/128223,24/25,Adductor pain,11/12/2024,14/12/2024,4,4 days,0,-,N/A
Álvaro Morata,https://www.transfermarkt.com/alvaro-morata/profil/spieler/128223,24/25,Head injury,07/11/2024,12/11/2024,6,6 days,1,1,N/A
Álvaro Morata,https://www.transfermarkt.com/alvaro-morata/profil/spieler/128223,24/25,Muscle injury,18/08/2024,09/09/2024,23,23 days,4,4,N/A
Álvaro Morata,https://www.transfermarkt.com/alvaro-morata/profil/spieler/128223,23/24,Inner ligament stretch of the knee,11/02/2024,20/02/2024,10,10 days,1,1,N/A
Álvaro Morata,https://www.transfermarkt.com/alvaro-morata/profil/spieler/128223,21/22,Torn muscle fiber,26/09/2021,16/10/2021,21,21 days,4,4,N/A
Álvaro Morata,https://www.transfermarkt.com/alvaro-morata/profil/spieler/128223,21/22,Adductor pain,19/09/2021,22/09/2021,4,4 days,0,-,N/A
Álvaro Morata,https://www.transfermarkt.com/alvaro-morata/profil/spieler/128223,20/21,Virus,26/02/2021,01/03/2021,4,4 days,1,1,N/A
Álvaro Morata,https://www.transfermarkt.com/alvaro-morata/profil/spieler/128223,20/21,muscular problems,03/01/2021,09/01/2021,7,7 days,2,2,N/A
Álvaro Morata,https://www.transfermarkt.com/alvaro-morata/profil/spieler/128223,19/20,Muscle injury,02/02/2020,12/02/2020,11,11 days,1,1,N/A
Álvaro Negredo,https://www.transfermarkt.com/alvaro-negredo/profil/spieler/18644,20/21,Leg injury,19/11/2020,02/12/2020,14,14 days,2,2,N/A
Álvaro Negredo,https://www.transfermarkt.com/alvaro-negredo/profil/spieler/18644,17/18,unknown injury,29/04/2018,20/05/2018,22,22 days,3,3,N/A
Álvaro Negredo,https://www.transfermarkt.com/alvaro-negredo/profil/spieler/18644,17/18,Eyebow fracture,18/03/2018,28/03/2018,11,11 days,0,-,N/A
